Cell number,ACTA2,ACTG2,ACTR3B,ADGRL4,AGR2,AHR,AIF1,AKT1,ALDH1A3,ANLN,AP1M2,APOC1,APOE,AR,AURKA,AZGP1,B2M,BAG1,BANK1,BCL2,BGN,BICC1,BIRC5,BLVRA,BRAF,C10orf54,C1QA,C1QB,CALCRL,CAPN13,CCL2,CCL3,CCL4,CCL5,CCNB1,CCND1,CCNE1,CCNE2,CD14,CD163,CD19,CD2,CD24,CD274,CD34,CD36,CD38,CD3D,CD3E,CD3G,CD4,CD40,CD40LG,CD44,CD5,CD63,CD68,CD69,CD7,CD74,CD79A,CD79B,CD8A,CD9,CD96,CDC20,CDC6,CDH1,CDH11,CDH3,CDK4,CDK6,CDK7,CDKN2A,CEACAM1,CENPF,CEP55,CLDN4,CLU,COBL,COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL4A5,CR2,CRABP2,CSRP2,CST3,CSTB,CTCF,CTLA4,CTSL,CXCR5,CXXC5,DCN,DERL3,EFNA5,EGFR,EIF3E,ELF5,EPCAM,ERBB2,ERBB3,ERBB4,ESR1,FABP7,FAP,FASN,FAT1,FCGR3A,FCN1,FCRL5,FGFR1,FGFR2,FGFR4,FN1,FOS,FOXA1,FOXC1,FOXP3,FTL,FXYD3,GATA3,GNG11,GNLY,GPNMB,GPR160,GRB7,GSN,GZMB,HIF1A,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HSPB1,HSPG2,ICAM1,ICOS,IFITM3,IGF1R,IGFBP5,IGHG1,IGHG4,IGHM,IGKC,IL2RA,IL32,IL3RA,IL7R,ISG15,ISG20,ITGA6,ITGAX,JUN,JUNB,KIF23,KIT,KRAS,KRT10,KRT14,KRT15,KRT17,KRT18,KRT19,KRT5,KRT7,KRT8,LAG3,LAMA1,LAMC1,LDB2,LGALS1,LGALS2,LGMN,LILRB1,LRP2,LST1,LTF,LUM,LYPD6B,LYZ,MAPK13,MAPK3,MDM2,MELK,MIA,MKI67,MLPH,MMP11,MMP12,MMP9,MS4A1,MSR1,MT2A,MUC1,MYB,MYBL2,MYC,MYL6,MYL9,MYLK,MYO10,MYO5B,MZB1,NAT1,NCAM1,NDC80,NDRG2,NF1,NFKBIA,NKG7,NOTCH1,NR3C1,NUF2,OBP2B,ORC6,PABPC1,PBK,PDCD1,PDPN,PDZK1IP1,PECAM1,PGR,PHGDH,PI3,PIK3CA,PLEK,PLVAP,POU2AF1,PRLR,PTEN,PTPRB,PTPRC,PTTG1,RAMP2,RB1,RPL13,RPL18,RPSA,RRM2,S100A14,S100A4,S100A8,S100A9,SDC1,SFRP1,SIAH2,SKAP1,SLC2A1,SLC39A6,SLPI,SNAI2,SOX10,SOX18,SOX4,SPDEF,SPP1,STAT5A,STMN1,SULF1,TAGLN,TBX21,TCF4,TCL1A,TFEC,TFF1,TFF2,TFF3,TFRC,THEMIS,THY1,TIMP1,TMEM45B,TMSB10,TMSB4X,TP53,TPM2,TRAC,TRDC,TSPAN1,TTC6,TTYH1,TYMS,UBE2C,UBE2T,VIM,XBP1,XCL1,ZEB1,ZNF571
1591,2,0,0,1,1,0,0,1,0,0,0,0,15,0,3,2,1,1,1,1,0,0,0,0,0,1,15,2,6,0,1,0,0,1,5,1,1,0,0,0,0,0,34,1,2,2,0,0,0,0,1,1,1,1,0,1,2,1,0,4,0,1,0,0,0,2,3,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,9,1,1,0,0,1,0,3,6,1,0,2,1,0,1,0,0,0,0,0,3,10,0,1,1,30,0,4,0,0,0,0,1,0,0,2,5,2,0,2,8,2,4,2,5,0,2,2,0,0,1,1,9,1,0,0,1,0,2,4,0,1,0,0,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,3,0,2,2,0,1,0,8,2,0,1,1,0,13,0,0,0,4,1,1,1,0,0,1,0,5,0,2,1,0,0,0,4,1,0,1,2,0,4,0,4,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,4,0,2,9,0,8,0,0,1,0,3,3,1,0,0,1,7,2,2,1,0,0,1,0,1,0,0,0,0,7,0,0,1,0,0,4,0,1,13,3,3,9,0,0,2,1,2,11,0,1,0,0,0,2,1,4,0,0,0,1,1,0,3
1592,1,0,0,0,0,11,0,0,0,0,0,1,18,1,0,1,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,2,4,0,2,1,1,2,8,18,1,0,3,1,1,0,1,0,0,6,2,0,0,9,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,1,7,1,2,0,2,1,0,0,6,3,2,0,0,0,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,42,0,0,12,0,3,0,1,0,9,0,4,0,0,1,3,1,5,3,6,1,0,5,0,1,4,0,12,0,0,0,1,3,1,0,1,0,2,0,1,0,60,19,0,43,0,0,0,0,2,3,0,0,0,0,0,0,1,1,0,0,1,6,1,0,0,0,0,2,1,0,0,2,0,0,2,2,4,1,1,9,0,3,1,0,0,0,10,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,1,0,0,0,2,0,0,6,1,2,1,0,0,1,0,0,0,0,0,4,0,0,0,0,1,2,0,3,9,2,1,0,2,0,1,0,0,0,0,1,0,2,0,0,0,2,1,0,0,2,0,0,0,0,6,0,1,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
1593,0,0,0,0,1,0,0,2,0,0,0,0,3,0,1,3,1,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,44,0,0,1,0,0,1,0,0,0,1,0,0,0,19,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,9,6,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,25,0,4,0,0,0,0,1,0,0,12,5,4,0,1,0,0,5,0,1,0,0,1,0,0,1,1,6,0,2,0,0,1,1,0,0,0,0,0,0,0,2,4,1,1,0,2,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,1,11,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,3,0,1,0,0,1,1,0,1,0,0,0,0,1,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1594,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,10,2,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,1,1,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
1595,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,1,3,1,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,162,2,0,0,0,0,3,0,0,0,1,2,0,0,10,2,0,0,0,0,0,0,0,0,1,0,6,0,2,1,7,2,0,0,0,0,2,0,5,1,1,5,0,1,0,3,0,0,1,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,3,25,1,1,0,0,0,0,1,0,0,5,0,0,0,3,0,0,20,4,0,0,0,1,0,0,0,0,3,2,1,1,0,0,0,3,7,1,0,2,0,0,6,3,0,6,0,1,0,0,2,0,0,0,0,1,5,0,1,0,1,0,0,0,0,0,0,1,0,9,0,0,0,5,1,2,0,0,0,0,3,78,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,3,3,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,6,1,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,13,0,0,0,0,0,1,0,1,0,0,5,1,0,1,0,1,4,0,0,2,1,1,3,0,1,1,0,3,2,1,3,0,0,0,0,4,0,0
1596,4,0,0,0,1,5,0,0,0,1,0,1,0,0,0,5,2,1,0,0,2,1,0,0,1,0,8,0,1,0,2,0,0,1,6,1,1,7,3,1,4,4,153,3,0,6,0,0,0,0,1,0,4,0,0,1,9,0,0,1,2,1,0,2,0,2,0,3,0,0,4,0,1,30,0,0,1,1,1,2,0,7,19,2,0,1,0,4,1,7,0,1,0,4,0,0,0,0,0,0,0,1,0,0,3,0,3,22,0,1,12,0,3,0,4,0,12,0,5,7,0,0,2,2,15,3,1,0,0,9,0,2,6,1,9,2,0,2,0,3,0,1,1,2,3,0,4,1,112,45,39,136,2,1,1,0,0,3,1,0,0,4,6,2,1,0,0,0,0,2,1,0,0,0,0,8,0,0,0,1,2,1,0,0,4,4,18,65,0,1,2,4,0,2,2,2,1,4,0,0,1,0,1,0,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,1,3,1,4,1,0,6,1,0,1,0,2,0,1,0,3,1,0,0,0,0,1,0,0,1,0,1,2,0,0,2,1,0,0,0,0,2,12,0,4,1,5,1,0,1,3,2,3,0,0,2,1,2,1,1,0,0,0,1,2,0,1,8,0,0,9,0,3,0,0,0,0,0,1,0,2,1,1
1597,0,1,0,1,0,9,3,0,0,2,0,1,1,3,0,1,1,0,1,0,4,2,0,1,0,2,0,1,0,5,0,0,0,0,12,5,2,5,0,1,1,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,1,0,0,6,0,0,1,2,2,2,0,0,0,0,2,0,0,8,27,5,3,0,1,4,1,11,0,0,0,13,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,8,0,1,1,2,0,8,21,3,0,2,1,1,0,3,1,0,0,0,3,0,0,3,0,4,0,0,0,0,3,0,0,1,0,1,1,0,0,52,17,2,12,6,2,0,0,3,18,0,0,0,0,5,1,0,0,0,0,0,0,1,2,0,0,2,7,0,0,1,1,0,0,1,1,7,4,6,25,1,3,2,0,0,0,0,13,0,0,0,0,0,1,1,0,2,3,1,0,0,0,1,0,1,3,0,0,0,0,12,0,2,3,1,0,0,0,0,0,8,7,0,1,4,0,5,0,0,0,1,1,2,2,0,1,0,1,1,0,1,3,1,0,0,0,1,2,9,0,1,2,7,0,0,0,4,0,3,1,0,3,0,0,0,1,7,0,1,0,1,0,0,1,0,2,6,1,11,0,0,0,0,0,0,1,0,0,1
1598,0,0,0,1,0,15,1,0,0,0,0,1,7,0,2,0,1,0,0,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,1,0,0,5,0,5,3,5,66,0,0,9,0,0,0,1,1,0,3,0,0,0,2,0,0,1,2,0,0,0,0,0,0,7,0,1,1,0,0,45,0,3,0,4,0,2,0,2,2,4,0,0,0,2,1,0,0,0,0,5,0,0,0,5,0,0,1,0,0,0,3,0,0,3,0,0,30,0,21,4,1,1,43,3,1,0,0,0,7,0,1,0,0,0,0,1,0,1,18,1,6,0,0,1,0,2,0,1,3,0,41,0,0,2,301,67,6,93,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,2,0,0,4,11,10,2,8,65,0,3,2,0,0,0,23,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,10,1,0,0,0,8,2,4,0,0,0,1,0,0,0,13,0,1,1,2,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,2,6,3,0,0,0,0,1,33,1,2,1,0,0,7,1,3,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,18,1,1,0,0,1,2,0,0,3,0,0,0
1599,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,5,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,39,0,7,0,0,0,49,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,202,26,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,3,23,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,36,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,1,0,2,0,3,0,0,10,1,0,0,0,0,0,0
1600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,22,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,28,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0
1601,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,4,0,2,1,0,0,0,81,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,12,0,0,0,0,0,1,1,3,6,0,0,0,0,1,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,1,0,0,0,3,6,0,0,1,0,2,0,0,0,0,3,1,1,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,19,15,6,21,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,5,26,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,3,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,6,1,0,0,0,1,0,0,0,1,3,0,0
1602,0,1,0,1,0,0,0,0,0,0,0,1,5,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,3,0,0,3,0,0,1,0,0,0,2,2,1,0,0,0,1,27,0,0,0,2,0,1,0,0,0,0,7,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,7,0,0,0,1,1,3,1,0,1,7,0,0,74,2,9,1,0,0,52,1,0,0,0,0,57,1,0,0,1,0,0,2,0,0,25,0,5,0,0,0,2,1,0,1,1,0,1,0,0,1,224,93,0,10,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,3,1,0,1,0,1,29,2,3,0,11,0,0,2,0,0,0,14,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,4,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,96,0,0,0,0,0,0,2,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0
1603,0,0,0,3,0,2,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,4,1,0,7,1,3,3,2,147,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,1,0,1,2,0,6,1,0,0,1,0,1,6,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,2,0,1,0,8,2,27,4,0,1,79,1,2,0,0,2,22,1,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,1,3,0,0,3,90,211,1,10,1,0,0,1,0,6,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,4,8,8,4,72,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,3,0,0,0,0,64,0,0,2,1,0,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,15,2,3,0,0,2,0,0,0,0,1,0,3
1604,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,40,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,2,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,0,0,2,34,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,2,0,0,1,1,0,0
1605,0,0,0,2,0,2,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,8,3,0,7,3,2,0,0,5,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,1,3,0,0,0,2,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,1,5,2,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,0,35,0,19,6,0,0,199,2,7,0,0,0,2,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,157,58,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,0,3,0,0,0,1,0,21,32,0,0,6,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,6,0,1,0,0,1,0,60,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,24,0,0,0,0,0,0,2
1606,0,0,0,0,0,10,1,0,0,0,0,1,1,0,0,3,0,0,0,0,4,1,2,0,4,0,0,0,3,2,0,0,0,0,11,5,0,1,1,1,1,1,72,0,0,5,1,0,0,0,0,0,0,2,0,1,7,9,0,0,1,3,1,0,0,0,0,1,0,2,6,1,8,0,0,0,1,1,0,1,0,0,24,2,0,0,0,1,0,8,0,0,0,2,1,0,3,1,1,0,0,0,1,0,2,0,5,0,0,5,10,0,2,0,0,0,6,3,1,0,0,0,5,0,0,5,0,0,0,12,1,0,4,0,4,0,0,0,1,2,0,0,4,4,1,0,1,1,33,14,5,1,1,2,0,2,1,37,0,0,1,2,6,1,1,1,0,0,0,2,4,0,0,0,0,6,0,3,1,0,0,0,1,1,5,7,8,54,0,0,2,0,0,0,5,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,1,1,7,0,2,0,1,1,2,0,0,0,8,3,0,0,0,2,8,0,0,0,2,3,0,1,0,0,0,0,0,0,0,7,3,0,3,0,2,1,7,0,4,0,1,0,0,0,2,1,4,0,0,3,3,0,1,0,2,1,0,2,1,1,0,3,0,6,0,0,5,0,0,0,4,0,1,1,0,0,0
1607,4,0,0,0,0,4,0,1,0,1,0,2,0,0,0,6,1,1,0,0,2,2,0,2,1,0,14,2,0,1,0,0,0,6,1,3,0,3,2,1,0,1,376,6,0,5,1,0,0,0,0,0,1,3,0,2,33,3,0,1,0,1,0,4,0,0,0,0,7,5,11,0,21,1,0,0,0,7,6,1,8,4,16,4,0,1,0,4,0,9,1,1,1,7,2,0,0,1,0,5,0,1,0,1,0,0,3,24,0,2,0,0,0,1,10,2,2,7,17,4,1,2,1,0,12,20,1,0,0,6,3,2,15,2,2,0,0,1,0,1,0,0,3,3,1,1,1,2,26,15,19,23,2,0,0,0,3,6,1,0,0,5,8,2,1,0,2,0,0,0,3,1,2,6,1,23,0,0,1,4,1,0,0,2,2,0,12,172,4,1,0,0,2,1,3,0,0,0,0,0,2,1,0,1,0,4,3,0,0,1,3,1,1,0,1,0,0,0,4,0,4,1,0,0,2,0,7,1,0,1,0,0,0,3,8,4,0,0,3,5,1,2,2,0,2,0,0,0,1,1,6,5,0,0,1,0,2,1,20,1,3,0,1,0,1,0,1,2,0,5,0,2,0,0,2,0,0,0,7,1,0,12,0,6,1,4,2,5,0,0,4,0,0,0,23,0,3
1608,0,0,0,1,0,2,0,0,1,0,0,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,3,1,2,1,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,26,1,4,2,0,0,52,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,124,32,0,14,0,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,13,18,2,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,6,0,0,0,0,0,0,43,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18,0,0,0,0,15,0,0,0,0,0,0,0
1609,2,0,2,0,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,10,0,0,3,0,0,0,2,4,12,2,1,0,0,0,0,2,2,0,0,0,5,0,0,0,1,0,0,0,1,0,0,5,0,0,2,0,1,1,1,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,0,1,0,2,3,18,1,4,1,0,0,1,18,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,5,0,5,2,0,0,5,0,7,2,2,0,0,0,5,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,1,9,135,0,0,16,2,14,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,4,0,6,2,0,2,2,0,0,7,8,2,1,0,0,0,0,1,0,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,7,0,5,0,0,5,0,17,4,1,3,0,0,0,2,9,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,6,1,0,56,0,2,11,2,0,3,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0
1610,26,0,0,0,0,0,0,5,0,2,1,0,2,0,2,13,1,0,0,3,0,2,1,1,1,2,2,2,12,0,3,0,1,5,0,6,0,0,0,0,4,0,35,2,0,0,0,0,0,0,0,2,0,3,0,1,1,6,1,0,0,2,3,2,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,7,0,0,0,0,3,6,0,3,2,1,0,3,8,0,8,3,31,0,12,0,2,1,0,0,0,0,1,4,2,0,0,1,2,4,6,4,1,0,16,0,1,4,1,5,1,2,0,0,0,2,12,2,1,0,3,7,2,0,1,0,3,4,0,0,0,0,1,1,0,0,3,5,0,2,5,0,0,0,18,132,1,1,17,1,9,0,3,0,11,0,1,0,0,0,0,0,16,3,0,0,0,0,1,10,1,1,2,6,0,2,1,1,0,0,5,5,3,8,1,3,1,0,0,0,2,2,8,0,0,1,1,0,2,0,0,0,0,0,0,2,1,0,0,6,0,0,7,1,7,0,1,11,2,12,8,1,4,3,4,2,1,8,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,4,2,8,11,3,3,63,0,3,1,2,5,19,0,3,0,2,1,3,0,0,1,1,0,6,0,0,1
