""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene_symbol"
"ENSMUSG00000021835.15"	920.461491109987	-0.077801954578193	0.159772190220602	-0.486955548839693	0.626289832159805	0.999818703842646	"Bmp4"
"ENSMUSG00000021838.17"	4354.07698938547	-0.0513401521496665	0.0996184248001273	-0.515368038118195	0.606295862727063	0.999818703842646	"Samd4"
"ENSMUSG00000021840.17"	5986.8208008494	-0.00896978666385449	0.0800760135638132	-0.112015899201905	0.910810800170854	0.999818703842646	"Mapk1ip1l"
"ENSMUSG00000021843.17"	10405.4462403547	-0.0137353823827327	0.0696928935611484	-0.197084403888056	0.843761487962712	0.999818703842646	"Ktn1"
"ENSMUSG00000021846.9"	3534.7427751797	-0.135016123566042	0.0893442909388821	-1.51118915542575	0.130740264595374	0.999818703842646	"Peli2"
"ENSMUSG00000021848.16"	257.936633462773	0.374436764291139	0.276594614458986	1.35373844868068	0.175819836944344	0.999818703842646	"Otx2"
"ENSMUSG00000021850.14"	0.802023841712962	2.16137142690705	3.99102735952737	0.541557657265224	0.588123267989149	NA	"ccdc198"
"ENSMUSG00000021852.14"	1977.41114849454	-0.198613262975942	0.100046882306765	-1.98520192130476	0.0471220106485724	0.999818703842646	"Slc35f4"
"ENSMUSG00000021866.15"	3801.58491308054	-0.010305284230159	0.0946719784315925	-0.108852528497705	0.913319459592085	0.999818703842646	"Anxa11"
"ENSMUSG00000021867.16"	4831.79599870641	-0.0229286598846845	0.0863467453706905	-0.265541680653402	0.790592205392734	0.999818703842646	"Tmem254b"
"ENSMUSG00000021868.7"	2576.3446708443	0.0621381432812238	0.0847759316454607	0.732969158523555	0.463577240283212	0.999818703842646	"Ppif"
"ENSMUSG00000021870.17"	16348.3006415004	-0.0315875733852424	0.072545166170751	-0.435419409073984	0.663258024690563	0.999818703842646	"Slmap"
"ENSMUSG00000021871.19"	36.3379865367021	1.02746688502732	2.01742407362806	0.509296433238038	0.610544457642753	0.999818703842646	"Gm49342"
"ENSMUSG00000021872.8"	6.8456800729106	-1.57824076514826	1.21908735939597	-1.29460842406752	0.195455344868921	0.999818703842646	"Rnase10"
"ENSMUSG00000021876.15"	1875.66351853892	-0.107968831434791	0.10799275738563	-0.999778448560639	0.317417737664658	0.999818703842646	"Rnase4"
"ENSMUSG00000021877.12"	6828.73897828052	0.0145790093406798	0.0695491700606895	0.209621614865539	0.833963008212342	0.999818703842646	"Arf4"
"ENSMUSG00000021879.13"	38.828950391545	-0.690955035498039	0.621065010692509	-1.11253254265218	0.26590924615294	0.999818703842646	"Dnah12"
"ENSMUSG00000021880.7"	53.1847219627292	0.00482637016101629	0.528212135305843	0.00913718151935631	0.992709685378996	0.999818703842646	"Rnase6"
"ENSMUSG00000021884.18"	748.743722886076	0.0188418629377615	0.159805124623287	0.117905248546803	0.906142734520219	0.999818703842646	"Hacl1"
"ENSMUSG00000021886.7"	17.5500907974164	1.10870284228245	0.930462214341106	1.19156138228307	0.23343327482115	0.999818703842646	"Gpr65"
"ENSMUSG00000021890.6"	2452.54973972276	0.0908814742949525	0.085653900968067	1.06103135137808	0.28867565355324	0.999818703842646	"Eaf1"
"ENSMUSG00000021891.8"	2331.5491988232	-0.05494795682216	0.0859661451856699	-0.639181351024676	0.522704962554847	0.999818703842646	"Mettl6"
"ENSMUSG00000021892.14"	6360.06736207569	0.0722717239866749	0.0668721443742065	1.08074482526316	0.279810637672738	0.999818703842646	"Sh3bp5"
"ENSMUSG00000021893.14"	4405.43695793204	0.0264381148640557	0.0721842983494547	0.366258528081342	0.714172172538114	0.999818703842646	"Capn7"
"ENSMUSG00000021895.10"	9165.22244635798	0.0978197900642868	0.0801004648923926	1.22121376193882	0.222005094969168	0.999818703842646	"Arhgef3"
"ENSMUSG00000021898.14"	14.9145398772408	-0.168698012502892	0.770158859912716	-0.219043136791299	0.826616445292936	0.999818703842646	"Asb14"
"ENSMUSG00000021900.10"	1230.71917749975	0.0487637314487793	0.115150279932335	0.423479052568818	0.67194577868378	0.999818703842646	"Btd"
"ENSMUSG00000021901.10"	20144.8193470971	0.01926001943879	0.0561632804131645	0.342929032939385	0.731651849551372	0.999818703842646	"Bap1"
"ENSMUSG00000021902.7"	499.711654953662	-0.182305399059176	0.192888245869642	-0.945134827875313	0.344590046596364	0.999818703842646	"Phf7"
"ENSMUSG00000021903.11"	527.673113994985	0.22925261284734	0.226526467517244	1.01203455543175	0.311521531571794	0.999818703842646	"Galnt15"
"ENSMUSG00000021904.6"	793.247134072409	0.00140229916430621	0.139017183088185	0.0100872362189692	0.99195168644906	0.999818703842646	"Sema3g"
"ENSMUSG00000021905.14"	4283.42961978886	0.00660060986615835	0.085567613388578	0.0771391137927827	0.938512877377331	0.999818703842646	"Dph3"
"ENSMUSG00000021906.14"	1875.31262825305	0.0101370492514696	0.107878760012495	0.0939670538509663	0.92513532812078	0.999818703842646	"Oxnad1"
"ENSMUSG00000021907.13"	0.139423446276675	1.47659672263169	4.07940116464769	0.361964088118608	0.717378866899414	NA	"Msmb"
"ENSMUSG00000021908.10"	17.9876770804695	2.69649025844279	1.43099620115176	1.88434480557844	0.0595183504842203	0.999818703842646	"Gm6768"
"ENSMUSG00000021910.15"	58350.2803527327	0.0139653048926221	0.075915150952828	0.183959390416016	0.854045312920597	0.999818703842646	"Nisch"
"ENSMUSG00000021911.16"	4678.5750024571	-0.0709955885552102	0.0741218184015575	-0.957823082140121	0.338151977819754	0.999818703842646	"Parg"
"ENSMUSG00000021913.8"	13434.9926648151	-0.00412612923170177	0.0778991857705058	-0.05296755275283	0.957757760559054	0.999818703842646	"Ogdhl"
"ENSMUSG00000021916.16"	2144.28497754924	-0.0667887731151213	0.0896703980829314	-0.744825210359297	0.456377392358737	0.999818703842646	"Glt8d1"
"ENSMUSG00000021917.16"	8372.60972252652	0.0268741549903815	0.0911507663830002	0.294831914824071	0.76812228502224	0.999818703842646	"Spcs1"
"ENSMUSG00000021918.10"	2459.52339256643	-0.126029110021208	0.0886308051828292	-1.4219560542323	0.155039008887384	0.999818703842646	"Nek4"
"ENSMUSG00000021919.8"	446.872978475379	-0.384724149698617	0.194212784993487	-1.98094141799943	0.0475978435860439	0.999818703842646	"Chat"
"ENSMUSG00000021922.17"	5.65212072120876	0.539621881454079	1.25687063034714	0.429337648939287	0.667677521952893	0.999818703842646	"Itih4"
"ENSMUSG00000021927.7"	18.5888250877602	0.096512562689772	0.802925720605555	0.120201109782588	0.904323838671671	0.999818703842646	"Hnrnpa1l2-ps2"
"ENSMUSG00000021928.9"	1493.10352547077	-0.104149569434409	0.0942022330629074	-1.10559554745224	0.268901617880843	0.999818703842646	"Ebpl"
"ENSMUSG00000021929.9"	14004.359258268	-0.0303205143167865	0.0683275813502995	-0.443752196661847	0.657221753197687	0.999818703842646	"Kpna3"
"ENSMUSG00000021930.14"	7902.67977682312	-0.042236710663126	0.0627373825316295	-0.673230360572217	0.500800748873135	0.999818703842646	"Spryd7"
"ENSMUSG00000021932.13"	1061.43958193207	-0.0368744483260259	0.119277916902152	-0.309147319836877	0.757209464924403	0.999818703842646	"Rnaseh2b"
"ENSMUSG00000021933.11"	19.4159549631143	0.0735135388506607	0.681526226139681	0.107866045400862	0.914101951773524	0.999818703842646	"Gucy1b2"
"ENSMUSG00000021936.14"	15597.4056172443	-0.0802574162506262	0.0597774686390155	-1.34260312585809	0.179400517663679	0.999818703842646	"Mapk8"
"ENSMUSG00000021938.12"	6011.1557625673	-0.0447887531605429	0.0667097934687313	-0.671396969345087	0.50196767508228	0.999818703842646	"Pspc1"
"ENSMUSG00000021939.8"	79881.2122051746	0.0426799460171335	0.0704020198622905	0.60623183966337	0.54436081267567	0.999818703842646	"Ctsb"
"ENSMUSG00000021940.10"	69.007461317683	0.174909472809223	0.446020014103455	0.392156107973785	0.694942872687375	0.999818703842646	"Ptpn20"
"ENSMUSG00000021943.7"	1527.98924253422	0.132161604710151	0.146982201307583	0.899167406219355	0.368563498540382	0.999818703842646	"Gdf10"
"ENSMUSG00000021944.15"	1.26506392578559	0.583464010240188	2.79235749509796	0.208950326476631	0.834487016319045	NA	"Gata4"
"ENSMUSG00000021945.9"	10816.3373526786	-0.0182307456370905	0.0696919459312912	-0.26159042330464	0.793637228088394	0.999818703842646	"Zmym2"
"ENSMUSG00000021947.11"	2026.01958729654	-0.0402536897855115	0.100461767144235	-0.400686658514761	0.688650834613322	0.999818703842646	"Cryl1"
"ENSMUSG00000021948.17"	1539.42838722319	-0.188182523632954	0.120375982897289	-1.56328961229352	0.117984490483894	0.999818703842646	"Prkcd"
"ENSMUSG00000021950.15"	96.3027445097707	-0.130864081870584	0.352144665482903	-0.371620230825101	0.710175624170814	0.999818703842646	"Anxa8"
"ENSMUSG00000021951.6"	2123.1586505423	0.104154056897194	0.129580958006056	0.803775944397061	0.421526384919196	0.999818703842646	"Eef1akmt1"
"ENSMUSG00000021952.16"	2222.69106131939	-0.110982475060968	0.0817458598080454	-1.35765255049706	0.174573959669203	0.999818703842646	"Xpo4"
"ENSMUSG00000021953.14"	4.9715137281273	-1.03617706908142	1.57120518418169	-0.659479156200139	0.509588126628356	0.999818703842646	"Tdh"
"ENSMUSG00000021957.7"	18872.3438467721	0.107376502985623	0.0583996376851957	1.83865015677731	0.0659666589440709	0.999818703842646	"Tkt"
"ENSMUSG00000021958.5"	421.544025123221	-0.0011570837712631	0.161181749767242	-0.00717875176894414	0.994272233994003	0.999818703842646	"Pinx1"
"ENSMUSG00000021959.16"	3302.48225545311	0.109973873130312	0.0848796014618823	1.29564549357243	0.195097647965629	0.999818703842646	"Lats2"
"ENSMUSG00000021961.6"	0	NA	NA	NA	NA	NA	"4930578I06Rik"
"ENSMUSG00000021962.9"	2727.2450100977	0.0187171015590782	0.0903823498199548	0.20708801659133	0.835941120622832	0.999818703842646	"Dcp1a"
"ENSMUSG00000021963.17"	5817.29293873705	-0.00951069968602665	0.0862800051185284	-0.110230634235142	0.912226467698684	0.999818703842646	"Sap18"
"ENSMUSG00000021965.3"	126.283716528688	0.166809651129591	0.268632046304177	0.620959611574821	0.534626197460521	0.999818703842646	"Ska3"
"ENSMUSG00000021966.7"	1.75168968842204	-1.43071171658257	2.57273444950223	-0.556105476357802	0.578138751592017	NA	"Prss52"
"ENSMUSG00000021967.4"	2926.34722824484	-0.0215437883254923	0.0873499979150399	-0.246637536802768	0.805188751594816	0.999818703842646	"Mrpl57"
"ENSMUSG00000021969.8"	5327.75581822051	-0.0698328074018411	0.0652032066591293	-1.07100265431598	0.284168236164167	0.999818703842646	"Zdhhc20"
"ENSMUSG00000021972.14"	4686.80766505662	-0.030781562946192	0.0911895676242559	-0.337555750598869	0.735697992623204	0.999818703842646	"Hmbox1"
"ENSMUSG00000021973.9"	2466.71103960431	-0.010433266511983	0.0876540583238798	-0.119027763363019	0.905253360152511	0.999818703842646	"Micu2"
"ENSMUSG00000021974.15"	2290.37029630179	-0.0522643169941839	0.0912919396176469	-0.572496511883521	0.566985648284028	0.999818703842646	"Fgf9"
"ENSMUSG00000021975.8"	1711.32094136437	-0.0970648482657004	0.0923147946543117	-1.05145495507168	0.29304968732247	0.999818703842646	"Ints9"
"ENSMUSG00000021977.11"	0	NA	NA	NA	NA	NA	"1700129C05Rik"
"ENSMUSG00000021978.9"	24446.6404051581	-0.0102874295791282	0.0641009082021357	-0.160488047169127	0.872496636564744	0.999818703842646	"Extl3"
"ENSMUSG00000021981.10"	4156.60335950829	-0.0341043668325237	0.0741220197930198	-0.46011113738883	0.645436450280288	0.999818703842646	"Cab39l"
"ENSMUSG00000021982.14"	5610.57436709083	-0.00994884149856018	0.066348700184336	-0.149947798086766	0.880805800572352	0.999818703842646	"Cdadc1"
"ENSMUSG00000021983.16"	9212.8247250278	-0.0111272663418289	0.0999724180086674	-0.111303363102252	0.911375788608667	0.999818703842646	"Atp8a2"
"ENSMUSG00000021986.8"	9124.44103155064	-0.00155961364386896	0.0835072899857157	-0.0186763771658227	0.985099273259152	0.999818703842646	"Amer2"
"ENSMUSG00000021987.9"	18628.6415241675	-0.00422106496579669	0.0564637842697386	-0.0747570326783595	0.940408029063501	0.999818703842646	"Mtmr6"
"ENSMUSG00000021990.15"	2240.89598566364	0.0588251249256154	0.131673771757809	0.446748992911162	0.655056303391809	0.999818703842646	"Spata13"
"ENSMUSG00000021991.9"	14739.7386102226	0.0307092182655853	0.0726021947473672	0.422979200180432	0.672310436718669	0.999818703842646	"Cacna2d3"
"ENSMUSG00000021993.10"	4057.52616487717	0.0123841355069939	0.0778818821587196	0.159011764530236	0.873659605009177	0.999818703842646	"Mipep"
"ENSMUSG00000021994.15"	1734.80248286528	-0.0684843424800507	0.13736744037757	-0.498548581030657	0.61809743660351	0.999818703842646	"Wnt5a"
"ENSMUSG00000021996.16"	7158.45991233634	0.0514274396266384	0.0786406500611974	0.653954915004111	0.513140852605333	0.999818703842646	"Esd"
"ENSMUSG00000021997.4"	3.52035632342737	0.342164104516946	1.58219915638218	0.216258555780886	0.828786212341948	0.999818703842646	"Lrrc63"
"ENSMUSG00000021998.16"	1501.73385366469	0.165693915012986	0.120676591441952	1.37304105985367	0.169739582468785	0.999818703842646	"Lcp1"
"ENSMUSG00000021999.9"	3.69531275116133	-0.38827666714696	1.73218312792427	-0.224154513970035	0.822637075485085	0.999818703842646	"Cpb2"
"ENSMUSG00000022000.11"	8189.54094187831	-0.12371320503029	0.102921066309386	-1.20202024198236	0.229355685622702	0.999818703842646	"Zc3h13"
"ENSMUSG00000022002.1"	0	NA	NA	NA	NA	NA	"Erich6b"
"ENSMUSG00000022003.7"	1037.41060635625	-0.126879539370296	0.125209479747908	-1.01333812444354	0.310898683257409	0.999818703842646	"Slc25a30"
"ENSMUSG00000022008.4"	5535.22686898818	-0.0146530746066604	0.0674984450309765	-0.217087587720513	0.828140086883958	0.999818703842646	"Gpalpp1"
"ENSMUSG00000022009.1"	1421.54370091479	-0.0335242875897927	0.110374132476012	-0.303733192168723	0.761331168212887	0.999818703842646	"Nufip1"
"ENSMUSG00000022010.19"	53249.9158440256	0.0112282833580305	0.0516710735505022	0.217303078618179	0.827972158028619	0.999818703842646	"Tsc22d1"
"ENSMUSG00000022012.9"	3851.66130553594	0.0283668717362032	0.121820613205821	0.232857732281121	0.815871880999595	0.999818703842646	"Enox1"
"ENSMUSG00000022013.4"	6649.1366220771	-0.0188965260431877	0.0690907422826263	-0.273503010951721	0.784466578141165	0.999818703842646	"Dnajc15"
"ENSMUSG00000022014.15"	99.0995239208261	0.0745541900458115	0.348887365297612	0.213691286820359	0.830787806515121	0.999818703842646	"Epsti1"
"ENSMUSG00000022015.8"	9.1189482581659	-2.56927125156463	1.24475545684348	-2.06407711445582	0.0390104054489706	0.999818703842646	"Tnfsf11"
"ENSMUSG00000022016.16"	36632.8938988754	-0.0494483984498158	0.0890999187919485	-0.554976919398542	0.57891044757482	0.999818703842646	"Akap11"
"ENSMUSG00000022018.7"	1816.77213276827	0.0516619283210719	0.107894630554277	0.478818343931239	0.632067865510106	0.999818703842646	"Rgcc"
"ENSMUSG00000022019.16"	2164.92921211068	0.00304497560994971	0.0884540727752414	0.0344243686515926	0.972538751611218	0.999818703842646	"Tdrd3"
"ENSMUSG00000022020.15"	737.409615990546	0.00211870754283659	0.139905586103432	0.01514383808285	0.987917427231974	0.999818703842646	"Naa16"
"ENSMUSG00000022021.14"	279.706899958865	-0.154043254220638	0.19203827109016	-0.80214872455458	0.422466932814057	0.999818703842646	"Diaph3"
"ENSMUSG00000022022.3"	925.686279653605	0.0638607881005228	0.122811244853464	0.519991375193046	0.603069586468708	0.999818703842646	"Mtrf1"
"ENSMUSG00000022023.6"	7360.14416601216	-0.00937152982905433	0.0695596086462603	-0.134726603720738	0.892828038228648	0.999818703842646	"Wbp4"
"ENSMUSG00000022024.10"	14157.3584217433	-0.00687330149776249	0.0673766718340455	-0.102013075307311	0.918746296635337	0.999818703842646	"Sugt1"
"ENSMUSG00000022025.13"	126.826298956171	0.149263879632205	0.278287887779234	0.536364988154339	0.591706323894197	0.999818703842646	"Cnmd"
"ENSMUSG00000022026.7"	196.86134353732	0.215342752967859	0.245791145477283	0.876120873067667	0.38096432656696	0.999818703842646	"Olfm4"
"ENSMUSG00000022031.6"	11401.0064997902	-0.0245109911265114	0.0709529477440182	-0.345454162312485	0.72975296471906	0.999818703842646	"Elp3"
"ENSMUSG00000022032.14"	107.944581392124	0.12707095148642	0.347279504503161	0.365903976015559	0.714436729373683	0.999818703842646	"Scara5"
"ENSMUSG00000022033.9"	161.347319350767	-0.027963445498301	0.274616467833852	-0.101827271025929	0.918893779006952	0.999818703842646	"Pbk"
"ENSMUSG00000022034.10"	61.2969927525618	-0.0461360650860442	0.404997622419457	-0.113916878845923	0.909303685284932	0.999818703842646	"Esco2"
"ENSMUSG00000022035.6"	5153.42595427374	-0.0998392848154547	0.0660705094713448	-1.51110208797097	0.130762442827286	0.999818703842646	"Ccdc25"
"ENSMUSG00000022037.15"	106144.862102695	0.0780337135382156	0.064269281773213	1.21416812799578	0.2246835285886	0.999818703842646	"Clu"
"ENSMUSG00000022039.6"	9.50144023957366	0.661199127301164	0.989718499905487	0.668067867140309	0.504090271991345	0.999818703842646	"Adam2"
"ENSMUSG00000022040.8"	2169.06388147513	0.0826718644916712	0.0993828874852991	0.831852108381336	0.405492427077305	0.999818703842646	"Ephx2"
"ENSMUSG00000022041.10"	122.021347959073	-0.415946182655676	0.324109065543561	-1.28335250961924	0.199368603891744	0.999818703842646	"Chrna2"
"ENSMUSG00000022043.19"	21845.8478739724	0.0395706874423182	0.0569851978498565	0.694402914008972	0.487429566792259	0.999818703842646	"Trim35"
"ENSMUSG00000022044.14"	26720.0654957579	0.00470251267817776	0.091340992529244	0.0514830477309757	0.958940609887418	0.999818703842646	"Stmn4"
"ENSMUSG00000022048.8"	22597.6588825463	0.0367289900932317	0.0690761927749547	0.53171705934767	0.594921974808459	0.999818703842646	"Dpysl2"
"ENSMUSG00000022051.15"	19186.7815031541	-0.034107394322658	0.0733408655665403	-0.465053065016164	0.641893456004047	0.999818703842646	"Bnip3l"
"ENSMUSG00000022052.9"	14646.9406406253	0.026622199149312	0.0723103594193865	0.36816576992666	0.712749632157919	0.999818703842646	"Ppp2r2a"
"ENSMUSG00000022053.13"	157.28314500143	-0.373244054155802	0.247480349435723	-1.50817652798225	0.131509352960172	0.999818703842646	"Ebf2"
"ENSMUSG00000022054.11"	30961.5957433402	0.17167057972378	0.117128157430379	1.46566447803827	0.142739715975556	0.999818703842646	"Nefm"
"ENSMUSG00000022055.7"	56782.6065940223	0.124185607070604	0.0745341178038976	1.66615787145078	0.0956819744578477	0.999818703842646	"Nefl"
"ENSMUSG00000022056.9"	12.1663865239806	-1.25907380337821	0.923086063537257	-1.36398311394005	0.172572880284677	0.999818703842646	"Adam7"
"ENSMUSG00000022057.8"	1.35966859593585	0.497493171541653	3.0721283020649	0.161937628453626	0.871354970657385	NA	"Adamdec1"
"ENSMUSG00000022061.8"	241.538281035758	-0.490191724929477	0.207347340412798	-2.36410905465957	0.0180734914805552	0.957942114853489	"Nkx3-1"
"ENSMUSG00000022064.10"	1469.43136757813	-0.0240604370235099	0.100214172192546	-0.240090163867057	0.810260359334861	0.999818703842646	"Pibf1"
"ENSMUSG00000022066.16"	7984.10091868947	-0.0176673209447169	0.0890241468422768	-0.198455380606095	0.842688791512227	0.999818703842646	"Entpd4b"
"ENSMUSG00000022070.7"	284.741431022766	0.0282680134371587	0.213591603300339	0.132346089454696	0.894710553852212	0.999818703842646	"Bora"
"ENSMUSG00000022074.6"	187.184396297719	-0.313169892922462	0.22166530578098	-1.41280518310743	0.15771301385999	0.999818703842646	"Tnfrsf10b"
"ENSMUSG00000022075.7"	18075.1481423617	-0.107852933362643	0.0649131547257853	-1.6614957910804	0.0966139135357362	0.999818703842646	"Rhobtb2"
"ENSMUSG00000022076.10"	708.247761861593	0.0516902468440189	0.210445223398172	0.245623283861466	0.805973863388283	0.999818703842646	"Klhl1"
"ENSMUSG00000022085.4"	11.8085682642699	0.135865530052672	0.889003062215166	0.152829091177853	0.87853305577669	0.999818703842646	"Pebp4"
"ENSMUSG00000022089.9"	1064.69158266727	0.0660143626223795	0.105217105237345	0.627410937351551	0.530389900128885	0.999818703842646	"Bin3"
"ENSMUSG00000022090.10"	2419.86794630088	0.446718360780785	0.138922437049123	3.21559548097205	0.00130174182718471	0.246233261838567	"Pdlim2"
"ENSMUSG00000022091.6"	2973.51255718876	0.0839786587327595	0.0841592828247103	0.997853782899659	0.318350265852676	0.999818703842646	"Sorbs3"
"ENSMUSG00000022092.11"	2753.35481216292	-0.0223147295615337	0.0978709444884753	-0.228001575729774	0.819645015529113	0.999818703842646	"Ppp3cc"
"ENSMUSG00000022094.15"	4044.42098276201	0.0245771191137327	0.0735824066653884	0.334008090079136	0.73837345391437	0.999818703842646	"Slc39a14"
"ENSMUSG00000022095.9"	5304.34954747183	-0.130001558655155	0.0763092551371654	-1.70361456708597	0.0884531182118901	0.999818703842646	"Fam160b2"
"ENSMUSG00000022096.14"	6343.70223376098	0.0577554734815687	0.0793096011321211	0.728228015992091	0.466474018645417	0.999818703842646	"Hr"
"ENSMUSG00000022097.4"	97.5886316079265	0.674841180906573	0.312097139620785	2.16227928819387	0.0305966551979652	0.999818703842646	"Sftpc"
"ENSMUSG00000022098.10"	4678.95789682998	-0.0262770628890359	0.0854240830031701	-0.307607198874593	0.758381241749976	0.999818703842646	"Bmp1"
"ENSMUSG00000022099.17"	47132.1719127206	0.0543911184171033	0.057194623481063	0.950983066356091	0.341612972054254	0.999818703842646	"Dmtn"
"ENSMUSG00000022100.14"	11847.7284942497	-0.0419344735409587	0.0649757827389798	-0.645386200415893	0.518676943816494	0.999818703842646	"Xpo7"
"ENSMUSG00000022101.6"	34.061344550468	-0.337772028363998	0.561436040723963	-0.601621563034048	0.547426072128574	0.999818703842646	"Fgf17"
"ENSMUSG00000022102.13"	57.920152771165	0.251345230484345	0.435414057099271	0.577255663629253	0.563766759489729	0.999818703842646	"Dok2"
"ENSMUSG00000022103.10"	9006.73255134761	0.123499938802509	0.0621150678120517	1.98824444941758	0.0467846611970285	0.999818703842646	"Gfra2"
"ENSMUSG00000022105.6"	4158.04677159165	-0.0213097856135337	0.0752901872113598	-0.283035364936886	0.777149727617706	0.999818703842646	"Rb1"
"ENSMUSG00000022106.14"	2664.89863297011	0.00971941540885429	0.105930128619949	0.0917530785195695	0.926894224651185	0.999818703842646	"Rcbtb2"
"ENSMUSG00000022108.8"	85838.3513646844	0.0189637266125762	0.0663830267621659	0.285671315960306	0.775129876091722	0.999818703842646	"Itm2b"
"ENSMUSG00000022109.6"	2420.2175074878	-0.0688791005763027	0.0855045599941114	-0.805560552338335	0.420496278768381	0.999818703842646	"Med4"
"ENSMUSG00000022110.13"	19089.1498498271	0.0387865516465083	0.0632666339532982	0.613064884645824	0.539833437857672	0.999818703842646	"Sucla2"
"ENSMUSG00000022111.9"	2386.68775967323	0.00995456781630108	0.0843492198257731	0.118016121985036	0.906054883657064	0.999818703842646	"Uchl3"
"ENSMUSG00000022112.14"	4931.66625456568	0.0172092257396621	0.0873519452442451	0.197010217592102	0.843819542000818	0.999818703842646	"Gpc5"
"ENSMUSG00000022113.6"	6.95049436091617	1.59921242732017	1.30323918376385	1.22710585074762	0.219782809128572	0.999818703842646	"Trim52"
"ENSMUSG00000022114.5"	6676.33401341188	0.0287409890496181	0.094433924402485	0.304350255816137	0.760861061309507	0.999818703842646	"Spry2"
"ENSMUSG00000022119.15"	5734.30063323725	-0.0445038582291359	0.0918637526777209	-0.484455042733401	0.62806296293743	0.999818703842646	"Rbm26"
"ENSMUSG00000022120.4"	1559.03774940372	-0.138568701808358	0.106412351231172	-1.30218626132345	0.192852720535285	0.999818703842646	"Rnf219"
"ENSMUSG00000022122.15"	7857.29876259337	-0.0170678001169902	0.0943099216184431	-0.180975657959326	0.856386682641907	0.999818703842646	"Ednrb"
"ENSMUSG00000022123.9"	182.732353649631	-0.240005453505987	0.279075743328912	-0.860001126013744	0.389788421804048	0.999818703842646	"Scel"
"ENSMUSG00000022124.15"	10453.387291014	-0.046147758032102	0.0815098041306143	-0.566162052826837	0.571283623457934	0.999818703842646	"Fbxl3"
"ENSMUSG00000022125.7"	1420.80125882775	0.05643669492183	0.121164783752596	0.465784637861994	0.641369662214256	0.999818703842646	"Cln5"
"ENSMUSG00000022126.6"	0.830201145220884	0.546781494373358	3.94652441130924	0.138547602241225	0.889807651186937	NA	"Acod1"
"ENSMUSG00000022129.4"	214.340978076617	0.598278740932076	0.368593514901155	1.62313962873849	0.104559559851366	0.999818703842646	"Dct"
"ENSMUSG00000022130.10"	371.253128395525	0.0658989902966451	0.181432420448509	0.363215075529169	0.716444226893054	0.999818703842646	"Tgds"
"ENSMUSG00000022131.3"	2895.64760907299	0.109395493387094	0.088028808989094	1.24272377013129	0.213969641517971	0.999818703842646	"Gpr180"
"ENSMUSG00000022132.15"	3829.30261092215	0.113151235966344	0.109830707661157	1.03023315041756	0.302900571494105	0.999818703842646	"Cldn10"
"ENSMUSG00000022136.8"	7965.94172697096	0.178102838684294	0.102241237197186	1.74198634099858	0.08151083436611	0.999818703842646	"Dnajc3"
"ENSMUSG00000022139.17"	26480.1989666277	-0.0318566737775029	0.0899172373112486	-0.354288840828494	0.723122429836396	0.999818703842646	"Mbnl2"
"ENSMUSG00000022141.7"	5583.54422342115	-0.00140378577869594	0.0958502281082895	-0.0146456175055731	0.988314905641029	0.999818703842646	"Nipbl"
"ENSMUSG00000022142.8"	2461.76970583727	-0.0932609976141309	0.106441982250088	-0.876167426072655	0.380939021974041	0.999818703842646	"Nup155"
"ENSMUSG00000022144.4"	80.7352641448371	0.125769318521481	0.389706826618625	0.322728035361212	0.746901218157431	0.999818703842646	"Gdnf"
"ENSMUSG00000022146.12"	379.049695945123	0.0407345778646762	0.160045848922994	0.254518178002078	0.799095262364534	0.999818703842646	"Osmr"
"ENSMUSG00000022148.16"	407.323920519235	-0.240340738724817	0.161800233351393	-1.48541651483809	0.137433523551632	0.999818703842646	"Fyb"
"ENSMUSG00000022149.17"	0.148330138877115	-0.439429428655026	4.0804728567969	-0.107690810373377	0.914240959377767	NA	"C9"
"ENSMUSG00000022150.16"	1715.27139895618	0.0669544901659126	0.101230710899959	0.661404919225351	0.508352672048042	0.999818703842646	"Dab2"
"ENSMUSG00000022151.16"	4799.7165511958	-0.0438866857605577	0.070465840918106	-0.622807947634684	0.533410734976496	0.999818703842646	"Ttc33"
"ENSMUSG00000022155.9"	3.80471212124296	-0.928074776900019	2.0492323359963	-0.452888996819779	0.650628674468359	0.999818703842646	"Mroh2b"
"ENSMUSG00000022156.8"	0	NA	NA	NA	NA	NA	"Gzme"
"ENSMUSG00000022157.8"	0	NA	NA	NA	NA	NA	"Mcpt8"
"ENSMUSG00000022159.16"	4449.68642696791	-0.0358867966520074	0.073229262272429	-0.490060879194722	0.624090819852954	0.999818703842646	"Rab2b"
"ENSMUSG00000022160.18"	1759.86492179175	0.118980925372995	0.115732155500951	1.02807145393587	0.303916217379036	0.999818703842646	"Mettl3"
"ENSMUSG00000022174.8"	7904.90435016449	0.0144975050081383	0.0766336796700326	0.189179288669959	0.849952299802709	0.999818703842646	"Dad1"
"ENSMUSG00000022175.9"	4909.28067239044	0.103262150061314	0.0720124169530695	1.4339492330692	0.151586750727077	0.999818703842646	"Lrp10"
"ENSMUSG00000022176.11"	1220.76152219865	-0.0308991173729373	0.134125203232478	-0.230375176538448	0.817800248681317	0.999818703842646	"Rem2"
"ENSMUSG00000022177.9"	329.605171065545	-0.598647392987143	0.181663548943534	-3.29536330468376	0.000982945117501451	0.206246205943371	"Haus4"
